entry_id,period,effective_date,posting_date,debit_account,credit_account,amount_minor,amount,memo,vendor,customer,source_document_id,transaction_id,entry_type,category
JE-HAP-2026-04-2990,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,10500,105.0,usage overage block 2026-04,Ginkgo Supply,,HAP-2026-04-2990,HAP-2026-04-2990,historical_ap,volume_opex
JE-HAP-2026-04-2991,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1620011,16200.11,premium support 2026-04,Teak Components,,HAP-2026-04-2991,HAP-2026-04-2991,historical_ap,volume_opex
JE-HAP-2026-04-2992,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,42372,423.72,warehouse consumables 2026-04,Harbor Systems,,HAP-2026-04-2992,HAP-2026-04-2992,historical_ap,volume_opex
JE-HAP-2026-04-2993,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,3033,30.33,usage overage block 2026-04,Beacon Supply,,HAP-2026-04-2993,HAP-2026-04-2993,historical_ap,volume_opex
JE-HAP-2026-04-2994,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,720044,7200.44,premium support 2026-04,Nimbus Components,,HAP-2026-04-2994,HAP-2026-04-2994,historical_ap,volume_opex
JE-HAP-2026-04-2995,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,23155,231.55,warehouse consumables 2026-04,Alder Systems,,HAP-2026-04-2995,HAP-2026-04-2995,historical_ap,volume_opex
JE-HAP-2026-04-2996,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,9666,96.66,security monitoring hosts 2026-04,Northwood Partners,,HAP-2026-04-2996,HAP-2026-04-2996,historical_ap,volume_opex
JE-HAP-2026-04-2997,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,15077,150.77,usage overage block 2026-04,Beacon Studio,,HAP-2026-04-2997,HAP-2026-04-2997,historical_ap,volume_opex
JE-HAP-2026-04-2998,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,180088,1800.88,premium support 2026-04,Nimbus Supply,,HAP-2026-04-2998,HAP-2026-04-2998,historical_ap,volume_opex
JE-HAP-2026-04-2999,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,11649,116.49,warehouse consumables 2026-04,Alder Components,,HAP-2026-04-2999,HAP-2026-04-2999,historical_ap,volume_opex
JE-HAP-2026-04-3000,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,6110,61.1,security monitoring hosts 2026-04,Northwood Systems,,HAP-2026-04-3000,HAP-2026-04-3000,historical_ap,volume_opex
JE-HAP-2026-04-3001,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,10621,106.21,usage overage block 2026-04,Beacon Partners,,HAP-2026-04-3001,HAP-2026-04-3001,historical_ap,volume_opex
JE-HAP-2026-04-3002,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1620132,16201.32,premium support 2026-04,Nimbus Studio,,HAP-2026-04-3002,HAP-2026-04-3002,historical_ap,volume_opex
JE-HAP-2026-04-3003,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,42493,424.93,warehouse consumables 2026-04,Alder Supply,,HAP-2026-04-3003,HAP-2026-04-3003,historical_ap,volume_opex
JE-HAP-2026-04-3004,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,2554,25.54,security monitoring hosts 2026-04,Northwood Components,,HAP-2026-04-3004,HAP-2026-04-3004,historical_ap,volume_opex
JE-HAP-2026-04-3005,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,6165,61.65,usage overage block 2026-04,Beacon Systems,,HAP-2026-04-3005,HAP-2026-04-3005,historical_ap,volume_opex
JE-HAP-2026-04-3006,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1080176,10801.76,premium support 2026-04,Nimbus Partners,,HAP-2026-04-3006,HAP-2026-04-3006,historical_ap,volume_opex
JE-HAP-2026-04-3007,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,30987,309.87,warehouse consumables 2026-04,Alder Studio,,HAP-2026-04-3007,HAP-2026-04-3007,historical_ap,volume_opex
JE-HAP-2026-04-3008,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,12198,121.98,security monitoring hosts 2026-04,Northwood Supply,,HAP-2026-04-3008,HAP-2026-04-3008,historical_ap,volume_opex
JE-HAP-2026-04-3009,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1709,17.09,usage overage block 2026-04,Beacon Components,,HAP-2026-04-3009,HAP-2026-04-3009,historical_ap,volume_opex
JE-HAP-2026-04-3010,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,540220,5402.2,premium support 2026-04,Nimbus Systems,,HAP-2026-04-3010,HAP-2026-04-3010,historical_ap,volume_opex
JE-HAP-2026-04-3011,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,19481,194.81,warehouse consumables 2026-04,Alder Partners,,HAP-2026-04-3011,HAP-2026-04-3011,historical_ap,volume_opex
JE-HAP-2026-04-3012,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,8642,86.42,security monitoring hosts 2026-04,Northwood Studio,,HAP-2026-04-3012,HAP-2026-04-3012,historical_ap,volume_opex
JE-HAP-2026-04-3013,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,13500,135.0,usage overage block 2026-04,Beacon Supply,,HAP-2026-04-3013,HAP-2026-04-3013,historical_ap,volume_opex
JE-HAP-2026-04-3014,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1980011,19800.11,premium support 2026-04,Nimbus Components,,HAP-2026-04-3014,HAP-2026-04-3014,historical_ap,volume_opex
JE-HAP-2026-04-3015,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,2422,24.22,security monitoring hosts 2026-04,Harbor Studio,,HAP-2026-04-3015,HAP-2026-04-3015,historical_ap,volume_opex
JE-HAP-2026-04-3016,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,6033,60.33,usage overage block 2026-04,Timber Supply,,HAP-2026-04-3016,HAP-2026-04-3016,historical_ap,volume_opex
JE-HAP-2026-04-3017,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1080044,10800.44,premium support 2026-04,Ginkgo Components,,HAP-2026-04-3017,HAP-2026-04-3017,historical_ap,volume_opex
JE-HAP-2026-04-3018,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,30855,308.55,warehouse consumables 2026-04,Teak Systems,,HAP-2026-04-3018,HAP-2026-04-3018,historical_ap,volume_opex
JE-HAP-2026-04-3019,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,12066,120.66,security monitoring hosts 2026-04,Harbor Partners,,HAP-2026-04-3019,HAP-2026-04-3019,historical_ap,volume_opex
JE-HAP-2026-04-3020,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1577,15.77,usage overage block 2026-04,Timber Studio,,HAP-2026-04-3020,HAP-2026-04-3020,historical_ap,volume_opex
JE-HAP-2026-04-3021,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,540088,5400.88,premium support 2026-04,Ginkgo Supply,,HAP-2026-04-3021,HAP-2026-04-3021,historical_ap,volume_opex
JE-HAP-2026-04-3022,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,19349,193.49,warehouse consumables 2026-04,Acme Supplies LLC,,HAP-2026-04-3022,HAP-2026-04-3022,historical_ap,volume_opex
JE-HAP-2026-04-3023,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,8510,85.1,security monitoring hosts 2026-04,Office Depot,,HAP-2026-04-3023,HAP-2026-04-3023,historical_ap,volume_opex
JE-HAP-2026-04-3024,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,13621,136.21,usage overage block 2026-04,Figma,,HAP-2026-04-3024,HAP-2026-04-3024,historical_ap,volume_opex
JE-HAP-2026-04-3025,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1980132,19801.32,premium support 2026-04,Cambridge Properties,,HAP-2026-04-3025,HAP-2026-04-3025,historical_ap,volume_opex
JE-HAP-2026-04-3026,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,7843,78.43,warehouse consumables 2026-04,GitHub,,HAP-2026-04-3026,HAP-2026-04-3026,historical_ap,volume_opex
JE-HAP-2026-04-3027,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,4954,49.54,security monitoring hosts 2026-04,Misc Supplies,,HAP-2026-04-3027,HAP-2026-04-3027,historical_ap,volume_opex
JE-HAP-2026-04-3028,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,9165,91.65,usage overage block 2026-04,Okta,,HAP-2026-04-3028,HAP-2026-04-3028,historical_ap,volume_opex
JE-HAP-2026-04-3029,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1440176,14401.76,premium support 2026-04,Cloudflare,,HAP-2026-04-3029,HAP-2026-04-3029,historical_ap,volume_opex
JE-HAP-2026-04-3030,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,38687,386.87,warehouse consumables 2026-04,Staples Business Advantage,,HAP-2026-04-3030,HAP-2026-04-3030,historical_ap,volume_opex
JE-HAP-2026-04-3031,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1398,13.98,security monitoring hosts 2026-04,Comcast Business,,HAP-2026-04-3031,HAP-2026-04-3031,historical_ap,volume_opex
JE-HAP-2026-04-3032,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,4709,47.09,usage overage block 2026-04,HubSpot,,HAP-2026-04-3032,HAP-2026-04-3032,historical_ap,volume_opex
JE-HAP-2026-04-3033,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,900220,9002.2,premium support 2026-04,Palo Alto Networks,,HAP-2026-04-3033,HAP-2026-04-3033,historical_ap,volume_opex
JE-HAP-2026-04-3034,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,27181,271.81,warehouse consumables 2026-04,Vanta,,HAP-2026-04-3034,HAP-2026-04-3034,historical_ap,volume_opex
JE-HAP-2026-04-3035,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,11042,110.42,security monitoring hosts 2026-04,Teak Partners,,HAP-2026-04-3035,HAP-2026-04-3035,historical_ap,volume_opex
JE-HAP-2026-04-3036,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,16500,165.0,usage overage block 2026-04,Harbor Studio,,HAP-2026-04-3036,HAP-2026-04-3036,historical_ap,volume_opex
JE-HAP-2026-04-3037,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,7711,77.11,warehouse consumables 2026-04,CleanRoom Janitorial,,HAP-2026-04-3037,HAP-2026-04-3037,historical_ap,volume_opex
JE-HAP-2026-04-3038,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,4822,48.22,security monitoring hosts 2026-04,Adyen NV,,HAP-2026-04-3038,HAP-2026-04-3038,historical_ap,volume_opex
JE-HAP-2026-04-3039,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,9033,90.33,usage overage block 2026-04,Carta,,HAP-2026-04-3039,HAP-2026-04-3039,historical_ap,volume_opex
JE-HAP-2026-04-3040,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1440044,14400.44,premium support 2026-04,Northwood Supply,,HAP-2026-04-3040,HAP-2026-04-3040,historical_ap,volume_opex
JE-HAP-2026-04-3041,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,38555,385.55,warehouse consumables 2026-04,Beacon Components,,HAP-2026-04-3041,HAP-2026-04-3041,historical_ap,volume_opex
JE-HAP-2026-04-3042,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1266,12.66,security monitoring hosts 2026-04,Nimbus Systems,,HAP-2026-04-3042,HAP-2026-04-3042,historical_ap,volume_opex
JE-HAP-2026-04-3043,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,4577,45.77,usage overage block 2026-04,Alder Partners,,HAP-2026-04-3043,HAP-2026-04-3043,historical_ap,volume_opex
JE-HAP-2026-04-3044,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,900088,9000.88,premium support 2026-04,Northwood Studio,,HAP-2026-04-3044,HAP-2026-04-3044,historical_ap,volume_opex
JE-HAP-2026-04-3045,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,27049,270.49,warehouse consumables 2026-04,Beacon Supply,,HAP-2026-04-3045,HAP-2026-04-3045,historical_ap,volume_opex
JE-HAP-2026-04-3046,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,10910,109.1,security monitoring hosts 2026-04,Nimbus Components,,HAP-2026-04-3046,HAP-2026-04-3046,historical_ap,volume_opex
JE-HAP-2026-04-3047,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,16621,166.21,usage overage block 2026-04,Alder Systems,,HAP-2026-04-3047,HAP-2026-04-3047,historical_ap,volume_opex
JE-HAP-2026-04-3048,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,360132,3601.32,premium support 2026-04,Northwood Partners,,HAP-2026-04-3048,HAP-2026-04-3048,historical_ap,volume_opex
JE-HAP-2026-04-3049,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,15543,155.43,warehouse consumables 2026-04,Beacon Studio,,HAP-2026-04-3049,HAP-2026-04-3049,historical_ap,volume_opex
JE-HAP-2026-04-3050,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,7354,73.54,security monitoring hosts 2026-04,Nimbus Supply,,HAP-2026-04-3050,HAP-2026-04-3050,historical_ap,volume_opex
JE-HAP-2026-04-3051,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,12165,121.65,usage overage block 2026-04,Alder Components,,HAP-2026-04-3051,HAP-2026-04-3051,historical_ap,volume_opex
JE-HAP-2026-04-3052,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1800176,18001.76,premium support 2026-04,Northwood Systems,,HAP-2026-04-3052,HAP-2026-04-3052,historical_ap,volume_opex
JE-HAP-2026-04-3053,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,4037,40.37,warehouse consumables 2026-04,Beacon Partners,,HAP-2026-04-3053,HAP-2026-04-3053,historical_ap,volume_opex
JE-HAP-2026-04-3054,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,3798,37.98,security monitoring hosts 2026-04,Nimbus Studio,,HAP-2026-04-3054,HAP-2026-04-3054,historical_ap,volume_opex
JE-HAP-2026-04-3055,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,7709,77.09,usage overage block 2026-04,Alder Supply,,HAP-2026-04-3055,HAP-2026-04-3055,historical_ap,volume_opex
JE-HAP-2026-04-3056,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1260220,12602.2,premium support 2026-04,Northwood Components,,HAP-2026-04-3056,HAP-2026-04-3056,historical_ap,volume_opex
JE-HAP-2026-04-3057,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,34881,348.81,warehouse consumables 2026-04,Beacon Systems,,HAP-2026-04-3057,HAP-2026-04-3057,historical_ap,volume_opex
JE-HAP-2026-04-3058,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,13442,134.42,security monitoring hosts 2026-04,Nimbus Partners,,HAP-2026-04-3058,HAP-2026-04-3058,historical_ap,volume_opex
JE-HAP-2026-04-3059,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,360000,3600.0,premium support 2026-04,Harbor Components,,HAP-2026-04-3059,HAP-2026-04-3059,historical_ap,volume_opex
JE-HAP-2026-04-3060,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,15411,154.11,warehouse consumables 2026-04,Timber Systems,,HAP-2026-04-3060,HAP-2026-04-3060,historical_ap,volume_opex
JE-HAP-2026-04-3061,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,7222,72.22,security monitoring hosts 2026-04,Ginkgo Partners,,HAP-2026-04-3061,HAP-2026-04-3061,historical_ap,volume_opex
JE-HAP-2026-04-3062,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,12033,120.33,usage overage block 2026-04,Teak Studio,,HAP-2026-04-3062,HAP-2026-04-3062,historical_ap,volume_opex
JE-HAP-2026-04-3063,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1800044,18000.44,premium support 2026-04,Harbor Supply,,HAP-2026-04-3063,HAP-2026-04-3063,historical_ap,volume_opex
JE-HAP-2026-04-3064,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,3905,39.05,warehouse consumables 2026-04,Timber Components,,HAP-2026-04-3064,HAP-2026-04-3064,historical_ap,volume_opex
JE-HAP-2026-04-3065,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,3666,36.66,security monitoring hosts 2026-04,Ginkgo Systems,,HAP-2026-04-3065,HAP-2026-04-3065,historical_ap,volume_opex
JE-HAP-2026-04-3066,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,7577,75.77,usage overage block 2026-04,Teak Partners,,HAP-2026-04-3066,HAP-2026-04-3066,historical_ap,volume_opex
JE-HAP-2026-04-3067,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1260088,12600.88,premium support 2026-04,Harbor Studio,,HAP-2026-04-3067,HAP-2026-04-3067,historical_ap,volume_opex
JE-HAP-2026-04-3068,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,34749,347.49,warehouse consumables 2026-04,Timber Supply,,HAP-2026-04-3068,HAP-2026-04-3068,historical_ap,volume_opex
JE-HAP-2026-04-3069,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,13310,133.1,security monitoring hosts 2026-04,Ginkgo Components,,HAP-2026-04-3069,HAP-2026-04-3069,historical_ap,volume_opex
JE-HAP-2026-04-3070,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,3121,31.21,usage overage block 2026-04,Teak Systems,,HAP-2026-04-3070,HAP-2026-04-3070,historical_ap,volume_opex
JE-HAP-2026-04-3071,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,720132,7201.32,premium support 2026-04,Harbor Partners,,HAP-2026-04-3071,HAP-2026-04-3071,historical_ap,volume_opex
JE-HAP-2026-04-3072,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,23243,232.43,warehouse consumables 2026-04,Timber Studio,,HAP-2026-04-3072,HAP-2026-04-3072,historical_ap,volume_opex
JE-HAP-2026-04-3073,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,9754,97.54,security monitoring hosts 2026-04,Ginkgo Supply,,HAP-2026-04-3073,HAP-2026-04-3073,historical_ap,volume_opex
JE-HAP-2026-04-3074,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,15165,151.65,usage overage block 2026-04,Teak Components,,HAP-2026-04-3074,HAP-2026-04-3074,historical_ap,volume_opex
JE-HAP-2026-04-3075,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,180176,1801.76,premium support 2026-04,Harbor Systems,,HAP-2026-04-3075,HAP-2026-04-3075,historical_ap,volume_opex
JE-HAP-2026-04-3076,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,11737,117.37,warehouse consumables 2026-04,Timber Partners,,HAP-2026-04-3076,HAP-2026-04-3076,historical_ap,volume_opex
JE-HAP-2026-04-3077,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,6198,61.98,security monitoring hosts 2026-04,Ginkgo Studio,,HAP-2026-04-3077,HAP-2026-04-3077,historical_ap,volume_opex
JE-HAP-2026-04-3078,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,10709,107.09,usage overage block 2026-04,Teak Supply,,HAP-2026-04-3078,HAP-2026-04-3078,historical_ap,volume_opex
JE-HAP-2026-04-3079,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,1620220,16202.2,premium support 2026-04,Harbor Components,,HAP-2026-04-3079,HAP-2026-04-3079,historical_ap,volume_opex
JE-HAP-2026-04-3080,2026-04,2026-04-30,2026-04-30,6000-Operating,1000-Cash,42581,425.81,warehouse consumables 2026-04,Timber Systems,,HAP-2026-04-3080,HAP-2026-04-3080,historical_ap,volume_opex
JE-HAP-2026-05-3081,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,3242,32.42,usage overage block 2026-05,Nimbus Supply,,HAP-2026-05-3081,HAP-2026-05-3081,historical_ap,volume_opex
JE-HAP-2026-05-3082,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,720000,7200.0,premium support 2026-05,Alder Components,,HAP-2026-05-3082,HAP-2026-05-3082,historical_ap,volume_opex
JE-HAP-2026-05-3083,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,23111,231.11,warehouse consumables 2026-05,Northwood Systems,,HAP-2026-05-3083,HAP-2026-05-3083,historical_ap,volume_opex
JE-HAP-2026-05-3084,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,9622,96.22,security monitoring hosts 2026-05,Beacon Partners,,HAP-2026-05-3084,HAP-2026-05-3084,historical_ap,volume_opex
JE-HAP-2026-05-3085,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,15033,150.33,usage overage block 2026-05,Nimbus Studio,,HAP-2026-05-3085,HAP-2026-05-3085,historical_ap,volume_opex
JE-HAP-2026-05-3086,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,180044,1800.44,premium support 2026-05,Alder Supply,,HAP-2026-05-3086,HAP-2026-05-3086,historical_ap,volume_opex
JE-HAP-2026-05-3087,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,11605,116.05,warehouse consumables 2026-05,Northwood Components,,HAP-2026-05-3087,HAP-2026-05-3087,historical_ap,volume_opex
JE-HAP-2026-05-3088,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,6066,60.66,security monitoring hosts 2026-05,Beacon Systems,,HAP-2026-05-3088,HAP-2026-05-3088,historical_ap,volume_opex
JE-HAP-2026-05-3089,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,10577,105.77,usage overage block 2026-05,Nimbus Partners,,HAP-2026-05-3089,HAP-2026-05-3089,historical_ap,volume_opex
JE-HAP-2026-05-3090,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,1620088,16200.88,premium support 2026-05,Alder Studio,,HAP-2026-05-3090,HAP-2026-05-3090,historical_ap,volume_opex
JE-HAP-2026-05-3091,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,42449,424.49,warehouse consumables 2026-05,Northwood Supply,,HAP-2026-05-3091,HAP-2026-05-3091,historical_ap,volume_opex
JE-HAP-2026-05-3092,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,2510,25.1,security monitoring hosts 2026-05,Beacon Components,,HAP-2026-05-3092,HAP-2026-05-3092,historical_ap,volume_opex
JE-HAP-2026-05-3093,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,6121,61.21,usage overage block 2026-05,Nimbus Systems,,HAP-2026-05-3093,HAP-2026-05-3093,historical_ap,volume_opex
JE-HAP-2026-05-3094,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,1080132,10801.32,premium support 2026-05,Alder Partners,,HAP-2026-05-3094,HAP-2026-05-3094,historical_ap,volume_opex
JE-HAP-2026-05-3095,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,30943,309.43,warehouse consumables 2026-05,Northwood Studio,,HAP-2026-05-3095,HAP-2026-05-3095,historical_ap,volume_opex
JE-HAP-2026-05-3096,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,12154,121.54,security monitoring hosts 2026-05,Beacon Supply,,HAP-2026-05-3096,HAP-2026-05-3096,historical_ap,volume_opex
JE-HAP-2026-05-3097,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,1665,16.65,usage overage block 2026-05,Nimbus Components,,HAP-2026-05-3097,HAP-2026-05-3097,historical_ap,volume_opex
JE-HAP-2026-05-3098,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,540176,5401.76,premium support 2026-05,Alder Systems,,HAP-2026-05-3098,HAP-2026-05-3098,historical_ap,volume_opex
JE-HAP-2026-05-3099,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,19437,194.37,warehouse consumables 2026-05,Northwood Partners,,HAP-2026-05-3099,HAP-2026-05-3099,historical_ap,volume_opex
JE-HAP-2026-05-3100,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,8598,85.98,security monitoring hosts 2026-05,Beacon Studio,,HAP-2026-05-3100,HAP-2026-05-3100,historical_ap,volume_opex
JE-HAP-2026-05-3101,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,13709,137.09,usage overage block 2026-05,Nimbus Supply,,HAP-2026-05-3101,HAP-2026-05-3101,historical_ap,volume_opex
JE-HAP-2026-05-3102,2026-05,2026-05-20,2026-05-20,6000-Operating,1000-Cash,1980220,19802.2,premium support 2026-05,Alder Components,,HAP-2026-05-3102,HAP-2026-05-3102,historical_ap,volume_opex
JE-HAP-2026-05-3103,2026-05,2026-05-21,2026-05-21,6000-Operating,1000-Cash,2631,26.31,security monitoring hosts 2026-05,Timber Studio,,HAP-2026-05-3103,HAP-2026-05-3103,historical_ap,volume_opex
JE-HAP-2026-05-3104,2026-05,2026-05-21,2026-05-21,6000-Operating,1000-Cash,6242,62.42,usage overage block 2026-05,Ginkgo Supply,,HAP-2026-05-3104,HAP-2026-05-3104,historical_ap,volume_opex
JE-HAP-2026-05-3105,2026-05,2026-05-21,2026-05-21,6000-Operating,1000-Cash,1080000,10800.0,premium support 2026-05,Teak Components,,HAP-2026-05-3105,HAP-2026-05-3105,historical_ap,volume_opex
JE-HAP-2026-05-3106,2026-05,2026-05-21,2026-05-21,6000-Operating,1000-Cash,30811,308.11,warehouse consumables 2026-05,Harbor Systems,,HAP-2026-05-3106,HAP-2026-05-3106,historical_ap,volume_opex
JE-HAP-2026-05-3107,2026-05,2026-05-21,2026-05-21,6000-Operating,1000-Cash,12022,120.22,security monitoring hosts 2026-05,Timber Partners,,HAP-2026-05-3107,HAP-2026-05-3107,historical_ap,volume_opex
JE-HAP-2026-05-3108,2026-05,2026-05-21,2026-05-21,6000-Operating,1000-Cash,1533,15.33,usage overage block 2026-05,Ginkgo Studio,,HAP-2026-05-3108,HAP-2026-05-3108,historical_ap,volume_opex
JE-HAP-2026-05-3109,2026-05,2026-05-21,2026-05-21,6000-Operating,1000-Cash,540044,5400.44,premium support 2026-05,Teak Supply,,HAP-2026-05-3109,HAP-2026-05-3109,historical_ap,volume_opex
JE-HAP-2026-05-3110,2026-05,2026-05-21,2026-05-21,6000-Operating,1000-Cash,19305,193.05,warehouse consumables 2026-05,Harbor Components,,HAP-2026-05-3110,HAP-2026-05-3110,historical_ap,volume_opex
JE-HAP-2026-05-3111,2026-05,2026-05-21,2026-05-21,6000-Operating,1000-Cash,8466,84.66,security monitoring hosts 2026-05,Timber Systems,,HAP-2026-05-3111,HAP-2026-05-3111,historical_ap,volume_opex
JE-HAP-2026-05-3112,2026-05,2026-05-21,2026-05-21,6000-Operating,1000-Cash,13577,135.77,usage overage block 2026-05,Ginkgo Partners,,HAP-2026-05-3112,HAP-2026-05-3112,historical_ap,volume_opex
JE-HAP-2026-05-3113,2026-05,2026-05-21,2026-05-21,6000-Operating,1000-Cash,1980088,19800.88,premium support 2026-05,Teak Studio,,HAP-2026-05-3113,HAP-2026-05-3113,historical_ap,volume_opex
